#Wake Up in #Brooklyn... @ Hotel Le Jolie http://t.co/5aXREre9sE	40.71660077	-73.95056784		259797929	1381270382	twitter_instagram
 I don't care if you call me a dyke, I care if you spell it correctly.  -Sally Kohn @tedconferences audition http://t.co/uBIoHucX7Q	40.7293667	-73.9918799	New York, NY, USA	15701519	1381270659	twitter_iphone
My boss dorvil start tweet haad lol a wah gwaan	40.69191673	-73.9592249	Jamaica	220365009	1381270661	twitter_android
People who watch Elementary- we're filming in the same studio today! Trying to casually steal their food...	40.7412687	-73.9389289	NYC	17273471	1381270662	twitter_iphone
Really when my last person comes in the laser won't work like really wtf how I have to sit here trying to fix this shit	40.72304041	-74.00240367	new jersey 	55315333	1381270662	twitter_iphone
I'm at New York Penn Station (New York, NY) w/ 57 others http://t.co/y6keKQqwnH	40.7507948	-73.99357639	Everywhere 	246429091	1381270663	twitter_foursquare
Life us but a dream	40.7388909	-74.0396334	NJ/NY	65410036	1381270673	twitter_android
I am interested in socializing, anyone interested? #social #conversation #gettoknowme	40.75394593	-73.9929339	New Jersey	102291441	1381270677	twitter_iphone
Don't you hate it when you try to go someplace but they're filming a movie? #nyc http://t.co/FSHjmaBMpk	40.72874613	-73.99967201	New York City, NY	117834664	1381270682	twitter_iphone
Can't wait to move into my new apartment.	40.80652365	-74.01878415	West New York	276041560	1381270685	twitter_iphone
retail. fucking. therapy. (@ Scotch &amp; Soda Sample Sale) http://t.co/ItusZRXG6S	40.7447605	-73.98712647	ny, ny 	25613074	1381270685	twitter_foursquare
One day I'm going to kick a guy for taking up all the space while sitting in the bus #closeyourdamnlegs	40.82159688	-73.99065136	Tres Metros Sobre el Cielo	1474574713	1381270686	twitter_iphone
don't say you miss me but never take time out of your day to come see me.	40.80327923	-73.94753728		1395168241	1381270689	twitter_iphone
I have a feeling that the #SPNfamily is going to break Twitter tonight.	40.75700794	-73.98931464	Brooklyn, NY	47487977	1381270692	twitter_iphone
I've mastered the art of never falling in love.	40.73392557	-73.99193773	Minnesota ✈ New York	101866674	1381270697	twitter_iphone
 Why do you have to hide your subjectivity? Why do you have to hide who you voted for?  @morningmika on false objectivity #morningjoeatcjs	40.80727431	-73.96329943	New York, NY	1658765257	1381270698	twitter_other
Starbucks hookupppp. Thanks ericcc	40.7535449	-74.0323692	NJ/NY	65410036	1381270703	twitter_android
 When I first started working at FOX news, I thought I'd find damaged carpets from all the knuckle-dragging.  -Sally Kohn at @TedConferences	40.72932435	-73.9918767	New York, NY, USA	15701519	1381270709	twitter_iphone
It gets dark too early now #thingsyourthinking #mattsmusings	40.7636743	-73.976885	Between EWR and LGA 	295459744	1381270736	twitter_iphone
You want what you can't have, ooh girl that's too damn bad	40.73635523	-73.90919091		33056636	1381270738	twitter_iphone
Purple Haze all in my brain	40.78392592	-74.01184276		427713915	1381270739	twitter_iphone
Check out the blog about my adventure being an artist. #blog #art #music #meetme	40.75394352	-73.99304776	New Jersey	102291441	1381270745	twitter_iphone
Sunset @ kingdom of Bushwick http://t.co/qkGmpTiKu6	40.70085333	-73.94159667	New York	125420284	1381270747	twitter_instagram
#NYU you can do all of this from your #Tapingo app. Order ahead, pickup &amp; enjoy. #burgerstudio. http://t.co/4aNIaJ74lq	40.73388409	-73.98931599	United States	238542936	1381270749	twitter_iphone
Happy Hour :) (@ No Fun - @nofun_nyc) http://t.co/mYGUAQ2cdd	40.72145329	-73.987813	Atlanta, GA	996194911	1381270752	twitter_foursquare
teachers phone just rang in class= cat fight sound ringtone	40.74444186	-73.93848895	Brooklyn	155037570	1381270754	twitter_other
I'm at LaGuardia Airport (LGA) (East Elmhurst, NY) w/ 113 others http://t.co/IBPTYXpipi	40.773839	-73.87122		16635117	1381270754	twitter_foursquare
Where the ffff is my iPhone?!!!!! #getwithitapple	40.73539827	-73.9942773	NYC/FL	349415587	1381270757	twitter_iphone
I'm at The Broadway Theatre for Cinderella (New York, NY) http://t.co/p4C6P17VbG	40.7632531	-73.98285085	California 	21043122	1381270761	twitter_foursquare
Me and Taylor got the last two wristbands and are gonna meet miley!!!! Freeeeeeakkkkin out right now	40.75787157	-73.98518795		377702596	1381270762	twitter_iphone
Had to make a stop at #amyruths #harlem.  Dinner pic to follow after it comes! @ Amy Ruth's http://t.co/83f20MYJ3t	40.80228842	-73.95045062	Baltimore, Maryland	85373673	1381270769	twitter_instagram
gummy bears for everyone aw	40.7581711	-73.9855481		488950452	1381270771	twitter_android
#tuesdaynightyoga (@ Exhale Spa - @exhalenyc w/ 2 others) http://t.co/fydX1RxCTH	40.7660539	-73.977934		16963117	1381270775	twitter_foursquare
 @britany_butler: We are a direct expression of the universe itself manifest in a third dimensional being. #EnlightenedYouth #ThirdEyeTribe 	40.7770441	-73.9865178		199120794	1381270779	twitter_android
The lovely @dkny and author @YuliZ! #SeasonOfChange http://t.co/dIWbN25QgR	40.74504076	-74.00600549	NYC	44891815	1381270781	twitter_iphone
Stocked out about being able to make my own team for the breast cancer walk and already people are willing to help by donating!	40.77346729	-73.90836342	New York 	464106047	1381270781	twitter_iphone
Long time-no-see, New York! What it's been, 14 years since we first met &amp; last saw each other? Thrilled to be back! http://t.co/l9N8S5xVzA	40.7507948	-73.99357639	Boston, MA	14538913	1381270782	twitter_foursquare
Whoa long day!	40.74496554	-73.97642199		1541784007	1381270783	twitter_iphone
i feel like shit my prof. switched classrooms so im going home, fuck this shit!!	40.69895142	-73.98556459	Brooklyn	525251395	1381270783	twitter_iphone
It's so much not a job as it is a predicament. #survivorjobs	40.76479551	-73.98369088	New York, NY, USA	455488072	1381270788	twitter_iphone
Brr! Justifying my insatiable hot chocolate addiction! (at @JacquesTorres Chocolate) http://t.co/OFu2CwjjMe	40.77940405	-73.98086071	10023, NYC	27767724	1381270790	twitter_foursquare
NYC cabs get there faster than Google Maps says. They should make it their slogan. #nyc #runninglate	40.76589414	-73.95735777	New York, NY	952081555	1381270792	twitter_iphone
Wedding 2nite #mula!!!	40.74495837	-73.97639844		1541784007	1381270794	twitter_iphone
 I don't care if you call me a dyke, as long as you spell it right.  @sallykohn spelling out emotional correctness. #TEDNYC @FoxNews	40.72787974	-73.99378796	New York	60212234	1381270796	twitter_iphone
Liberty without learning is always in peril learning without liberty is always in vain.	40.6978129	-73.9484528	Williamsburg, BK	117264210	1381270799	twitter_android
Cool pic of Nas on a billboard http://t.co/TfSLEmG1aZ	40.7685671	-73.9871465	On Cloud9T	32282481	1381270806	twitter_android
mi cosita linda http://t.co/JwcoOstAEn	40.81339273	-74.01124438	new jersey	488090325	1381270807	twitter_iphone
I'm at East End Wine Exchange (New York, NY) http://t.co/0FhHP45FpL	40.77275142	-73.94655304	New York, NY	579736870	1381270808	twitter_foursquare
Red light special. @ PH-D at Dream Downtown http://t.co/uahupxkM2j	40.74239352	-74.00330983	Philadelphia, PA	30948824	1381270809	twitter_instagram
I hate that I'm car sick, just taking the cab randomly is not an option for me	40.7174947	-73.95810266	Amsterdam	120204788	1381270814	twitter_other
The amount I hate everyone right now is astonishing	40.74952748	-73.99226773		233805580	1381270817	twitter_iphone
Today I had a quiz.. I had to listen to chants from 737337737 years ago and write their names... In Latin... I'm done.	40.81281548	-73.96173072	 ❂ New York, NY ❂	382216896	1381270823	twitter_iphone
Might have to get that authentic Sheldon Richardson b	40.7916399	-74.00024717	NJ/Home of The Jets 	38994410	1381270824	twitter_iphone
I'm at NYU Silver Center for Arts and Science - @nyuniversity (New York, NY) w/ 8 others http://t.co/KAwoPEI8P6	40.73035823	-73.99596436	NYC	38855118	1381270832	twitter_foursquare
I enjoy matching my outfits with my meals	40.71752231	-73.96010801	Brooklyn, NYC	137492186	1381270836	twitter_other
Sunset over the Hudson &amp; #NYC. Loving view from our @KimptonInNYC hotel. #divastakenyc @ Ink48 Hotel http://t.co/7F7pVXPQJa	40.76450443	-73.99580941	Seattle	52873382	1381270836	twitter_instagram
I'm at Lafayette w/ @hollymshapiro http://t.co/oLoG1Ni6Bk	40.72764903	-73.99360657	New York	39554674	1381270838	twitter_foursquare
It's sad how our whole lives revolve around school	40.70570201	-73.870013		460660547	1381270838	twitter_iphone
Having Geno driving me to try outs is not fun	40.74325215	-73.8981817		1008082706	1381270839	twitter_iphone
My teacher totally bought my shit project...#win #stillcrap	40.73902206	-73.98316673	New York City	904611025	1381270841	twitter_iphone
It is safe to assume that a guy named  Christoffer s parents were failed creative types.	40.75999064	-73.98696944	new yørk city 	193104440	1381270842	twitter_iphone
Mon taxi il veut que rouler comme une vieille alors que j'suis en retard d'au moins 40 min	40.70843545	-73.9399409	Ghetto Supafly	320114898	1381270846	twitter_iphone
It's not so much a job as it is a predicament #survivorjobs	40.76479427	-73.98369107	New York, NY, USA	455488072	1381270847	twitter_iphone
Excited for our Musicians on Call NYC advisory board mtg... (@ Norwood) http://t.co/8I0w3kF3SS	40.73948971	-74.00142758	New York City	17095748	1381270848	twitter_foursquare
Having dinner at the president's house, it's casual.	40.80634563	-73.9595777	New York, New York	18085765	1381270852	twitter_iphone
Funny, nobody bitching about the Jets WRs. Yall so bipolar lol	40.79175078	-74.00022694	NJ/Home of The Jets 	38994410	1381270852	twitter_iphone
I cannot complain, I cannot. http://t.co/vvL7hugkai	40.71588993	-74.03211347	New Yersey.	37805609	1381270867	twitter_iphone
Isn't it ironic that this week is customer appreciation week for NJ Transit and we are all delayed majorly. Fail @NJ_TRANSIT... a big fail.	40.74941338	-73.99231289	New Jersey/NYC	368408617	1381270868	twitter_iphone
I'm at New York Sports Club (New York, NY) w/ 4 others http://t.co/5SdBQl5vH3	40.749085	-73.98225698		46191124	1381270871	twitter_foursquare
Here to watch @MaxineBedat of @Zady speak at the #212retailpanel (@ New York Times Building - @nytimescomm) http://t.co/1aFnRoIriw	40.75606727	-73.99017334	New York, NY	14179769	1381270881	twitter_foursquare
There's a big difference between American cheese and American cheeses. #lifelessons	40.73056968	-73.99110428	New York, NY	21418983	1381270881	twitter_iphone
Great job @sallykohn #EmotionalCorrectness something to embrace - ps we dig @seanhannity too http://t.co/Pmpxv6udP0	40.72786844	-73.99362568	New York City	231569466	1381270883	twitter_iphone
I'm at @CharlieBirdNyc (New York, NY) http://t.co/U2Fj5jehjX	40.72781164	-74.00302649	NYC	254128464	1381270889	twitter_foursquare
h8 when it's cold because my ankle starts killing me	40.81347511	-74.01120798	new jersey	488090325	1381270890	twitter_iphone
I have to be there in 10 minutes bro	40.74253458	-73.89411681		1008082706	1381270891	twitter_iphone
I thought I lost my passport.. I was about to get sad as fuck.	40.77277848	-73.85954569	Kansas City, Missouri	103937832	1381270891	twitter_iphone
I barely have the time (@ The @HomeDepot w/ 5 others) http://t.co/neqoP2BuX7	40.74198335	-73.99087741	DUMBO, NYC	20802652	1381270893	twitter_foursquare
About to watch Rob educate the group on OpenStack Core @zehicle @OpenStackNYC	40.7567665	-73.9882326	New York, NY	54978513	1381270895	twitter_android
Chillington Ave is a great place I promise you!	40.79151402	-73.99980264	NJ/Home of The Jets 	38994410	1381270896	twitter_iphone
I get to the bus stop. The bus driver closes the door and drives away... #WelcomeToNewYork	40.77129364	-73.86653759	The City/Sea Girt	238324408	1381270899	twitter_iphone
Trying to eat an apple with braces should be an Olympic sport. #lifeofanathlete	40.80786794	-73.96511337		1255544466	1381270902	twitter_iphone
I'm at @SalinasNyc (New York, NY) http://t.co/GRZTcPELa3	40.74367494	-74.00316063	New York City	6362172	1381270906	twitter_foursquare
This guy and I just a romantic moment together.... Where I covered him with my cardigan and he couldn't get it off of him #romanticNat	40.81906768	-73.99274767	Tres Metros Sobre el Cielo	1474574713	1381270920	twitter_iphone
So pumped for the #Cavs preseason game tonight and looking forward to see what they will bring this year	40.76834234	-73.95479208	CLE is where its at	189571422	1381270933	twitter_iphone
Excited about making my own team for the breast cancer walk and having already so many people willing to walk/donate! #helpsavesecondbase	40.77663706	-73.91094709	New York 	464106047	1381270937	twitter_iphone
anyways off to do homework and study.	40.80325015	-73.94706328		1395168241	1381270937	twitter_iphone
Feeling so stress right now, keeping a positive outlook.	40.75453579	-73.90914016	New York	19032643	1381270938	twitter_iphone
Up and it goes!	40.80407803	-73.99328127	I.D.G.▲.F.O.S	424760263	1381270940	twitter_iphone
#rebel #rebelwithacause and my cause is #yolo	40.75783317	-73.99123551	Instagram: dreambignj	291476736	1381270941	twitter_iphone
Not bad for my first time! #5000 #meter #row @ Remorca Fitness - The Gym http://t.co/9Qu7zr3cHZ	40.77168386	-73.96269963	New York, New York	28487199	1381270943	twitter_instagram
I love New York City	40.76301852	-73.98568131		332998062	1381270945	twitter_iphone
Kids in academy this line applies to you , mind your own business !	40.76797807	-73.89418445	Astoria, NY	496083098	1381270948	twitter_iphone
Team @sunrise leaving for a week of  work  in Berlin!! http://t.co/LE88wdyTBp #frontback	40.73899841	-73.99441528	New York	19335591	1381270950	twitter_other
Am I doing twitter right	40.75790652	-73.9912292	Instagram: dreambignj	291476736	1381270952	twitter_iphone
I love darkness!! My room be pitch black...	40.75463194	-73.86302313		383841887	1381270956	twitter_iphone
Im so tired and just think about Hw gets me sick:(	40.7895669	-73.9460662	NYC!	722612593	1381270956	twitter_android
I'm at Neil Simon Theatre - @nederlanderbway for Big Fish, a New Broadway Musical (New York, NY) w/ 2 others http://t.co/djLIZ1Olis	40.76308739	-73.98458406	New York, NY	12140172	1381270965	twitter_foursquare
